MAPA	CVE_ENT	NOM_ENT	NOM_ABR	CVE_MUN	NOM_MUN	CVE_LOC	NOM_LOC	AMBITO	LATITUD	LONGITUD	LAT_DECIMAL	LON_DECIMAL	ALTITUD	CVE_CARTA	POB_TOTAL	POB_MASCULINA	POB_FEMENINA	TOTAL DE VIVIENDAS HABITADAS
"010010921"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0921"	"El Crucero"	"R"	"21°46´24.395"N"	"102°09´18.241"W"	"21.77344200"	"-102.15506700"	"2000"	"F13D19"	"33"	"15"	"18"	"7"
"010010922"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0922"	"El Crucero de Calvillito"	"R"	"21°51´56.443"N"	"102°10´52.262"W"	"21.86567900"	"-102.18118300"	"2030"	"F13D19"	"140"	"69"	"71"	"31"
"010010925"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0925"	"La Chiripa"	"R"	"21°40´44.126"N"	"102°27´13.748"W"	"21.67892300"	"-102.45381900"	"1771"	"F13D28"	"12"	"5"	"7"	"3"
"010010935"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0935"	"La Esperanza"	"R"	"21°54´05.740"N"	"102°22´18.981"W"	"21.90159400"	"-102.37193900"	"1882"	"F13D18"	"17"	"10"	"7"	"5"
"010010936"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0936"	"San Carlos"	"R"	"21°40´39.776"N"	"102°20´58.015"W"	"21.67771500"	"-102.34944800"	"1845"	"F13D28"	"20"	"12"	"8"	"5"
"010010938"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0938"	"La Estancia"	"R"	"21°43´53.507"N"	"102°08´34.275"W"	"21.73152900"	"-102.14285400"	"1982"	"F13D29"	"29"	"16"	"13"	"7"
"010010939"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0939"	"Ex-Hacienda de Buenavista"	"R"	"21°42´31.574"N"	"102°18´08.637"W"	"21.70877100"	"-102.30239900"	"1861"	"F13D29"	"-"	"-"	"-"	"-"
"010010942"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0942"	"La Florida"	"R"	"21°38´15.417"N"	"102°20´10.865"W"	"21.63761600"	"-102.33635100"	"1798"	"F13D28"	"6"	"*"	"*"	"2"
"010010943"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0943"	"La Florida"	"R"	"21°51´13.888"N"	"102°21´59.159"W"	"21.85385800"	"-102.36643300"	"1875"	"F13D18"	"7"	"*"	"*"	"2"
"010010944"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0944"	"La Fortuna (La Herradura)"	"R"	"21°52´11.108"N"	"102°22´28.633"W"	"21.86975200"	"-102.37462000"	"1901"	"F13D18"	"11"	"6"	"5"	"4"
"010010951"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0951"	"Las Dos Peñas Meyeras"	"R"	"21°50´43.247"N"	"102°13´43.966"W"	"21.84534600"	"-102.22887900"	"1992"	"F13D19"	"10"	"5"	"5"	"3"
"010010952"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0952"	"Laureles del Sur [Fraccionamiento]"	"R"	"21°49´29.796"N"	"102°16´13.679"W"	"21.82494300"	"-102.27046600"	"1905"	"F13D19"	"-"	"-"	"-"	"-"
"010010957"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0957"	"La Paloma"	"R"	"21°51´15.448"N"	"102°13´03.521"W"	"21.85429100"	"-102.21764400"	"2010"	"F13D19"	"0"	"0"	"0"	"0"
"010010962"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0962"	"El Changay"	"R"	"21°54´25.211"N"	"102°22´31.894"W"	"21.90700300"	"-102.37552500"	"1893"	"F13D18"	"3"	"*"	"*"	"1"
"010010964"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0964"	"La Luz [Granja]"	"R"	"21°50´02.372"N"	"102°18´09.981"W"	"21.83399200"	"-102.30277300"	"1861"	"F13D19"	"0"	"0"	"0"	"0"
"010010967"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0967"	"La Providencia [Granja]"	"R"	"21°53´34.906"N"	"102°19´35.324"W"	"21.89302900"	"-102.32647800"	"1847"	"F13D19"	"7"	"*"	"*"	"1"
"010010968"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0968"	"Los Lirios [Granja]"	"R"	"21°47´00.785"N"	"102°21´32.157"W"	"21.78355100"	"-102.35893300"	"1855"	"F13D18"	"21"	"10"	"11"	"6"
"010010969"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0969"	"Granja María Luisa"	"R"	"21°53´15.892"N"	"102°19´25.217"W"	"21.88774700"	"-102.32367100"	"1848"	"F13D19"	"-"	"-"	"-"	"-"
"010010970"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0970"	"Granja Maricela"	"R"	"21°45´00.740"N"	"102°16´38.556"W"	"21.75020600"	"-102.27737600"	"1880"	"F13D19"	"-"	"-"	"-"	"-"
"010010971"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0971"	"San Francisco [Granja]"	"R"	"21°53´25.588"N"	"102°19´27.811"W"	"21.89044100"	"-102.32439100"	"1847"	"F13D19"	"-"	"-"	"-"	"-"
"010010979"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0979"	"El Huizachal"	"R"	"21°42´35.148"N"	"102°20´40.058"W"	"21.70976300"	"-102.34446000"	"1851"	"F13D28"	"0"	"0"	"0"	"0"
"010010980"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0980"	"Las Isabeles"	"R"	"21°49´36.292"N"	"102°19´39.685"W"	"21.82674700"	"-102.32769000"	"1865"	"F13D19"	"61"	"31"	"30"	"17"
"010010981"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0981"	"El Refugio"	"R"	"21°59´34.912"N"	"102°08´53.439"W"	"21.99303100"	"-102.14817700"	"1950"	"F13D19"	"0"	"0"	"0"	"0"
"010010982"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0982"	"La Laguna de los Adobes"	"R"	"21°51´08.614"N"	"102°11´20.632"W"	"21.85239300"	"-102.18906400"	"2021"	"F13D19"	"59"	"34"	"25"	"15"
"010010985"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0985"	"Los Lirios"	"R"	"21°46´43.282"N"	"102°09´01.386"W"	"21.77868900"	"-102.15038500"	"2000"	"F13D19"	"2"	"*"	"*"	"1"
"010010987"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0987"	"El Jardín"	"R"	"21°59´27.979"N"	"102°07´49.810"W"	"21.99110500"	"-102.13050200"	"1972"	"F13D19"	"0"	"0"	"0"	"0"
"010010988"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0988"	"Lomas de Arellano"	"R"	"21°46´41.673"N"	"102°15´39.508"W"	"21.77824200"	"-102.26097400"	"1920"	"F13D19"	"222"	"109"	"113"	"55"
"010010992"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0992"	"Lotes de Arellano"	"R"	"21°47´48.863"N"	"102°16´05.504"W"	"21.79690600"	"-102.26819500"	"1909"	"F13D19"	"631"	"323"	"308"	"137"
"010010996"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0996"	"Las Marías (Las 3 Marías)"	"R"	"21°48´09.368"N"	"102°26´17.468"W"	"21.80260200"	"-102.43818500"	"1952"	"F13D18"	"3"	"*"	"*"	"1"
"010010997"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0997"	"Marlborito"	"R"	"21°52´29.776"N"	"102°22´33.483"W"	"21.87493700"	"-102.37596700"	"1911"	"F13D18"	"7"	"*"	"*"	"2"
"010010999"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0999"	"Los Membrillos"	"R"	"21°53´39.038"N"	"102°22´06.587"W"	"21.89417700"	"-102.36849600"	"1882"	"F13D18"	"8"	"*"	"*"	"1"
"010011000"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1000"	"Mesa del Salto [Fracción de Montoro]"	"R"	"21°45´38.175"N"	"102°16´39.802"W"	"21.76060400"	"-102.27772200"	"1880"	"F13D19"	"13"	"*"	"*"	"2"
"010011002"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1002"	"La Mesa"	"R"	"21°49´24.157"N"	"102°10´51.150"W"	"21.82337600"	"-102.18087400"	"2010"	"F13D19"	"16"	"10"	"6"	"4"
"010011003"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1003"	"El Mirador"	"R"	"21°50´50.520"N"	"102°22´10.691"W"	"21.84736600"	"-102.36963600"	"1878"	"F13D18"	"3"	"*"	"*"	"1"
"010011005"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1005"	"El Misterio"	"R"	"21°47´53.722"N"	"102°18´03.546"W"	"21.79825600"	"-102.30098500"	"1869"	"F13D19"	"5"	"*"	"*"	"1"
"010011007"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1007"	"El Molino"	"R"	"21°47´43.484"N"	"102°14´06.966"W"	"21.79541200"	"-102.23526800"	"1970"	"F13D19"	"33"	"19"	"14"	"7"
"010011008"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1008"	"Monte Prieto"	"R"	"21°40´03.031"N"	"102°24´15.019"W"	"21.66750800"	"-102.40417200"	"1870"	"F13D28"	"-"	"-"	"-"	"-"
"010011010"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1010"	"Nochtli"	"R"	"21°51´01.695"N"	"102°22´35.459"W"	"21.85047100"	"-102.37651600"	"1891"	"F13D18"	"6"	"4"	"2"	"3"
"010011011"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1011"	"Ojo de Agua"	"R"	"21°53´26.211"N"	"102°19´51.116"W"	"21.89061400"	"-102.33086500"	"1857"	"F13D19"	"-"	"-"	"-"	"-"
"010011012"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1012"	"Los Olivos [Granja]"	"R"	"21°53´47.672"N"	"102°22´05.637"W"	"21.89657500"	"-102.36823200"	"1882"	"F13D18"	"4"	"*"	"*"	"1"
"010011013"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1013"	"Los Órganos"	"R"	"21°47´35.152"N"	"102°05´32.990"W"	"21.79309700"	"-102.09249700"	"1997"	"F13D19"	"2"	"*"	"*"	"1"
"010011019"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1019"	"El Paraíso [Rancho]"	"R"	"21°47´25.000"N"	"102°13´30.000"W"	"21.79027700"	"-102.22499900"	"1996"	"F13D19"	"5"	"*"	"*"	"1"
"010011020"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1020"	"El Paraíso"	"R"	"21°47´19.879"N"	"102°06´32.024"W"	"21.78885500"	"-102.10889600"	"1997"	"F13D19"	"-"	"-"	"-"	"-"
"010011021"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1021"	"El Pirul"	"R"	"21°50´47.009"N"	"102°14´38.208"W"	"21.84639100"	"-102.24394600"	"1992"	"F13D19"	"34"	"17"	"17"	"9"
"010011022"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1022"	"El Pirul (El Pirulito) [Rancho]"	"R"	"21°48´05.538"N"	"102°13´40.744"W"	"21.80153800"	"-102.22798400"	"1944"	"F13D19"	"59"	"30"	"29"	"16"
"010011024"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1024"	"El Plan del Horno"	"R"	"22°00´04.270"N"	"102°10´50.870"W"	"22.00118600"	"-102.18079700"	"1915"	"F13B89"	"8"	"6"	"2"	"3"
"010011025"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1025"	"Pocitos"	"U"	"21°55´20.965"N"	"102°20´05.179"W"	"21.92249000"	"-102.33477200"	"1854"	"F13D18"	"8494"	"4201"	"4293"	"2184"
"010011026"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1026"	"El Pozo"	"R"	"21°46´37.058"N"	"102°10´06.362"W"	"21.77696000"	"-102.16843300"	"2009"	"F13D19"	"2"	"*"	"*"	"1"
"010011027"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1027"	"Potrero Grande"	"R"	"21°43´15.761"N"	"102°09´02.895"W"	"21.72104400"	"-102.15080400"	"1980"	"F13D29"	"61"	"31"	"30"	"16"
"010011029"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1029"	"Presa Nueva"	"R"	"21°50´42.022"N"	"102°22´25.449"W"	"21.84500600"	"-102.37373500"	"1879"	"F13D18"	"4"	"*"	"*"	"1"
"010011035"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1035"	"La Providencia"	"R"	"21°42´31.305"N"	"102°20´44.872"W"	"21.70869600"	"-102.34579700"	"1850"	"F13D28"	"155"	"81"	"74"	"38"
"010011037"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1037"	"La Puerta de las Alazanas"	"R"	"21°39´33.444"N"	"102°24´23.884"W"	"21.65929000"	"-102.40663400"	"1873"	"F13D28"	"0"	"0"	"0"	"0"
"010011038"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1038"	"Puerta de los Viejitos"	"R"	"21°56´52.418"N"	"102°12´24.644"W"	"21.94789400"	"-102.20684600"	"2043"	"F13D19"	"134"	"64"	"70"	"22"
"010011039"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1039"	"Casa Blanca"	"R"	"21°49´47.327"N"	"102°22´38.256"W"	"21.82981200"	"-102.37729300"	"1861"	"F13D18"	"0"	"0"	"0"	"0"
"010011041"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1041"	"Dos Arbolitos [Rancho]"	"R"	"21°49´10.313"N"	"102°09´53.918"W"	"21.81953100"	"-102.16497700"	"2007"	"F13D19"	"6"	"*"	"*"	"2"
"010011043"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1043"	"El Carmen [Rancho]"	"R"	"21°52´28.841"N"	"102°21´10.777"W"	"21.87467700"	"-102.35299400"	"1860"	"F13D18"	"8"	"*"	"*"	"2"
"010011047"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1047"	"El Venado [Rancho]"	"R"	"21°56´41.893"N"	"102°12´28.932"W"	"21.94497000"	"-102.20803700"	"2044"	"F13D19"	"6"	"*"	"*"	"2"
"010011048"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1048"	"San Nicolás de Arriba"	"R"	"21°58´19.988"N"	"102°13´09.470"W"	"21.97221800"	"-102.21929700"	"1981"	"F13D19"	"15"	"*"	"*"	"2"
"010011049"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1049"	"José María [Rancho]"	"R"	"21°41´34.642"N"	"102°27´18.961"W"	"21.69295600"	"-102.45526700"	"1778"	"F13D28"	"-"	"-"	"-"	"-"
"010011050"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1050"	"Ex-Hacienda Montoro [Granjas]"	"R"	"21°45´22.224"N"	"102°17´25.642"W"	"21.75617300"	"-102.29045600"	"1870"	"F13D19"	"7"	"*"	"*"	"2"
"010011051"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1051"	"La Estrella [Rancho]"	"R"	"21°54´35.851"N"	"102°20´45.206"W"	"21.90995900"	"-102.34589000"	"1882"	"F13D18"	"50"	"27"	"23"	"9"
"010011052"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1052"	"La Luz [Rancho]"	"R"	"21°49´56.553"N"	"102°18´24.057"W"	"21.83237500"	"-102.30668300"	"1858"	"F13D19"	"2"	"*"	"*"	"1"
"010011053"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1053"	"La Manga [Rancho]"	"R"	"21°42´51.251"N"	"102°20´04.502"W"	"21.71423600"	"-102.33458400"	"1856"	"F13D28"	"2"	"*"	"*"	"1"
"010011054"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1054"	"La Mesa"	"R"	"21°45´56.789"N"	"102°16´58.357"W"	"21.76577500"	"-102.28287600"	"1881"	"F13D19"	"2"	"*"	"*"	"1"
"010011055"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1055"	"La Primavera"	"R"	"21°40´28.832"N"	"102°20´26.579"W"	"21.67467500"	"-102.34071600"	"1842"	"F13D28"	"6"	"*"	"*"	"1"
"010011056"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1056"	"Los Boyuyos [Rancho]"	"R"	"21°57´15.915"N"	"102°16´27.169"W"	"21.95442100"	"-102.27421300"	"1920"	"F13D19"	"0"	"0"	"0"	"0"
"010011058"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1058"	"El Mitawa [Rancho]"	"R"	"21°43´02.098"N"	"102°20´03.750"W"	"21.71724900"	"-102.33437500"	"1858"	"F13D28"	"14"	"7"	"7"	"4"
"010011059"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1059"	"Rancho Nuevo"	"R"	"21°57´19.854"N"	"102°10´35.459"W"	"21.95551500"	"-102.17651600"	"2007"	"F13D19"	"51"	"29"	"22"	"12"
"010011062"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1062"	"San Carlos [Rancho]"	"R"	"21°48´21.987"N"	"102°21´30.256"W"	"21.80610800"	"-102.35840400"	"1860"	"F13D18"	"13"	"*"	"*"	"2"
"010011064"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1064"	"San Jacinto [Rancho]"	"R"	"21°45´04.691"N"	"102°20´30.681"W"	"21.75130300"	"-102.34185600"	"1825"	"F13D18"	"0"	"0"	"0"	"0"
"010011065"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1065"	"San Gerónimo"	"R"	"21°47´41.812"N"	"102°25´00.251"W"	"21.79494700"	"-102.41673600"	"1937"	"F13D18"	"1"	"*"	"*"	"1"
"010011066"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1066"	"Ninguno"	"R"	"21°47´41.450"N"	"102°10´00.469"W"	"21.79484700"	"-102.16679600"	"2004"	"F13D19"	"3"	"*"	"*"	"1"
"010011067"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1067"	"Ninguno"	"R"	"21°51´05.681"N"	"102°13´01.188"W"	"21.85157800"	"-102.21699600"	"2002"	"F13D19"	"6"	"*"	"*"	"2"
"010011070"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1070"	"Topogigio [Rancho]"	"R"	"21°59´51.539"N"	"102°11´49.348"W"	"21.99764900"	"-102.19704100"	"1919"	"F13D19"	"12"	"*"	"*"	"1"
"010011073"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1073"	"El Refugio II"	"R"	"21°48´21.117"N"	"102°13´44.377"W"	"21.80586600"	"-102.22899300"	"1931"	"F13D19"	"2"	"*"	"*"	"1"
"010011075"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1075"	"El Relicario"	"R"	"21°50´45.562"N"	"102°13´13.832"W"	"21.84598900"	"-102.22050800"	"1990"	"F13D19"	"186"	"92"	"94"	"38"
"010011077"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1077"	"La Rinconada (La Escondida)"	"R"	"21°47´43.677"N"	"102°12´18.724"W"	"21.79546600"	"-102.20520100"	"1990"	"F13D19"	"29"	"14"	"15"	"8"
"010011080"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1080"	"San Isidro de los Esparza"	"R"	"21°55´52.870"N"	"102°13´53.130"W"	"21.93135200"	"-102.23142400"	"1998"	"F13D19"	"6"	"*"	"*"	"1"
"010011083"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1083"	"San Isidro [La Estación]"	"R"	"22°00´56.987"N"	"102°09´30.337"W"	"22.01583000"	"-102.15842700"	"1940"	"F13B89"	"35"	"20"	"15"	"9"
"010011085"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1085"	"San Cristóbal"	"R"	"22°00´40.345"N"	"102°08´52.497"W"	"22.01120700"	"-102.14791600"	"1925"	"F13B89"	"12"	"8"	"4"	"3"
"010011086"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1086"	"San Nicolás de en Medio"	"R"	"21°56´45.745"N"	"102°13´57.754"W"	"21.94604000"	"-102.23270900"	"1974"	"F13D19"	"41"	"21"	"20"	"8"
"010011092"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1092"	"San José del Cono"	"R"	"21°46´15.125"N"	"102°07´31.492"W"	"21.77086700"	"-102.12541400"	"1988"	"F13D19"	"7"	"*"	"*"	"2"
"010011094"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1094"	"San Isidro"	"R"	"21°38´31.579"N"	"102°19´26.121"W"	"21.64210500"	"-102.32392200"	"1804"	"F13D29"	"23"	"12"	"11"	"7"
"010011097"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1097"	"San José"	"R"	"21°48´24.505"N"	"102°16´05.167"W"	"21.80680700"	"-102.26810100"	"1899"	"F13D19"	"-"	"-"	"-"	"-"
"010011098"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1098"	"San Martín"	"R"	"21°47´34.507"N"	"102°16´05.554"W"	"21.79291800"	"-102.26820900"	"1908"	"F13D19"	"27"	"14"	"13"	"9"
"010011099"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1099"	"San Isidro (Granja Santa Anita)"	"R"	"21°45´22.081"N"	"102°18´18.019"W"	"21.75613400"	"-102.30500500"	"1850"	"F13D19"	"0"	"0"	"0"	"0"
"010011100"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1100"	"San José del Río"	"R"	"21°50´27.964"N"	"102°19´34.435"W"	"21.84110100"	"-102.32623100"	"1849"	"F13D19"	"-"	"-"	"-"	"-"
"010011101"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1101"	"San Miguel"	"R"	"21°45´50.283"N"	"102°17´47.024"W"	"21.76396800"	"-102.29639500"	"1864"	"F13D19"	"3"	"*"	"*"	"1"
"010011102"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1102"	"San Andrés"	"R"	"21°50´43.027"N"	"102°22´31.801"W"	"21.84528500"	"-102.37550000"	"1882"	"F13D18"	"10"	"5"	"5"	"4"
"010011103"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1103"	"Viñedos San Felipe [Segunda Sección]"	"R"	"21°53´22.461"N"	"102°22´02.590"W"	"21.88957200"	"-102.36738500"	"1881"	"F13D18"	"4"	"*"	"*"	"1"
"010011104"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1104"	"San Judas"	"R"	"21°54´01.395"N"	"102°21´08.730"W"	"21.90038800"	"-102.35242500"	"1889"	"F13D18"	"11"	"5"	"6"	"3"
"010011105"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1105"	"San Nicolás de la Cantera"	"R"	"21°50´29.004"N"	"102°22´13.450"W"	"21.84139000"	"-102.37040200"	"1881"	"F13D18"	"16"	"8"	"8"	"5"
"010011107"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1107"	"Santa María de Gallardo"	"R"	"22°02´04.812"N"	"102°07´36.406"W"	"22.03467000"	"-102.12677900"	"1949"	"F13B89"	"-"	"-"	"-"	"-"
"010011109"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1109"	"La Santa Cruz"	"R"	"21°47´34.565"N"	"102°12´44.995"W"	"21.79293400"	"-102.21249900"	"1987"	"F13D19"	"4"	"*"	"*"	"1"
"010011112"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1112"	"Santa Elena"	"R"	"21°47´10.973"N"	"102°07´27.392"W"	"21.78638100"	"-102.12427500"	"1998"	"F13D19"	"22"	"11"	"11"	"5"
"010011113"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1113"	"Santa Elena (Tres Pelonas)"	"R"	"21°39´09.027"N"	"102°18´47.884"W"	"21.65250800"	"-102.31330100"	"1816"	"F13D29"	"7"	"*"	"*"	"2"
"010011114"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1114"	"Santa Inés"	"R"	"21°39´10.148"N"	"102°19´54.155"W"	"21.65281900"	"-102.33170900"	"1803"	"F13D29"	"10"	"5"	"5"	"3"
"010011115"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1115"	"Santa Teresa"	"R"	"21°39´48.538"N"	"102°20´05.208"W"	"21.66348300"	"-102.33478000"	"1823"	"F13D28"	"21"	"14"	"7"	"4"
"010011116"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1116"	"El Carmen"	"R"	"21°48´40.108"N"	"102°19´09.473"W"	"21.81114100"	"-102.31929700"	"1883"	"F13D19"	"9"	"*"	"*"	"2"
"010011118"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1118"	"San Agustín"	"R"	"21°51´39.041"N"	"102°20´23.579"W"	"21.86084500"	"-102.33988300"	"1869"	"F13D18"	"-"	"-"	"-"	"-"
"010011119"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1119"	"El Sabino (San Román)"	"R"	"21°59´57.492"N"	"102°11´28.323"W"	"21.99930300"	"-102.19120100"	"1918"	"F13D19"	"3"	"*"	"*"	"1"
"010011120"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1120"	"El Sauz Amarillo"	"R"	"22°00´05.606"N"	"102°09´47.372"W"	"22.00155700"	"-102.16315900"	"1919"	"F13B89"	"0"	"0"	"0"	"0"
"010011123"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1123"	"El Salero"	"R"	"21°44´31.036"N"	"102°09´51.256"W"	"21.74195400"	"-102.16423800"	"1972"	"F13D29"	"3"	"*"	"*"	"1"
"010011127"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1127"	"Sandovales de Abajo"	"R"	"21°55´07.336"N"	"102°20´29.812"W"	"21.91870400"	"-102.34161400"	"1863"	"F13D18"	"9"	"4"	"5"	"3"
"010011128"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1128"	"Sandovales de Arriba"	"R"	"21°55´33.740"N"	"102°20´19.667"W"	"21.92603800"	"-102.33879600"	"1862"	"F13D18"	"-"	"-"	"-"	"-"
"010011131"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1131"	"El Gato"	"R"	"21°47´45.476"N"	"102°12´58.801"W"	"21.79596500"	"-102.21633400"	"1995"	"F13D19"	"17"	"9"	"8"	"4"
